segment_id,text,start,duration,vid
101,Johnson and is mr. Blair's recent,268.59,6.38,sbE-emYnHJk
102,intervention worrying to you mr. Coffey,272.13,5.64,sbE-emYnHJk
103,will these interventions make any,274.97,5.41,sbE-emYnHJk
104,difference to the result of the general,277.77,5.82,sbE-emYnHJk
105,election or are they just a couple of,280.38,6.99,sbE-emYnHJk
106,old has-been so the question of mr.,283.59,5.43,sbE-emYnHJk
107,Purcell is referring to the fact that,287.37,4.68,sbE-emYnHJk
108,both John Major your former leader and,289.02,4.98,sbE-emYnHJk
109,Tony Blair your film a leader have,292.05,4.08,sbE-emYnHJk
110,suggested the voters should consider,294,5.159,sbE-emYnHJk
111,voting for other parties and not giving,296.13,6.39,sbE-emYnHJk
112,you the majority you seek Boris Johnson,299.159,5.041,sbE-emYnHJk
113,your answer to mr. purselley,302.52,5.16,sbE-emYnHJk
114,well I'm mr. Purcell a John I have the,304.2,5.7,sbE-emYnHJk
115,utmost respect of course for all former,307.68,4.71,sbE-emYnHJk
116,conservative leaders and and don't wish,309.9,6.69,sbE-emYnHJk
117,to deprecating boys as I have been but I,312.39,6.27,sbE-emYnHJk
118,don't think he's right and we have a,316.59,5.31,sbE-emYnHJk
119,fantastic plan to get brexit done it's a,318.66,4.74,sbE-emYnHJk
120,deal that's ready to go it's Aven ready,321.9,4.23,sbE-emYnHJk
121,we can get it done by Christmas getting,323.4,4.02,sbE-emYnHJk
122,back into Parliament by Christmas if we,326.13,3.36,sbE-emYnHJk
123,have a majority Conservative government,327.42,6.96,sbE-emYnHJk
124,and all I mean unlike mr. major I lead a,329.49,8.19,sbE-emYnHJk
125,party that is now totally united all 630,334.38,4.95,sbE-emYnHJk
126,plus conservative candidates at this,337.68,4.38,sbE-emYnHJk
127,election actually back my deal and,339.33,3.99,sbE-emYnHJk
128,totally nighter because you got rid of,342.06,2.73,sbE-emYnHJk
129,anybody you didn't agree with we have a,343.32,3.06,sbE-emYnHJk
130,problem we have a very very broad,344.79,3.96,sbE-emYnHJk
131,spectrum of views in there in our party,346.38,3.93,sbE-emYnHJk
132,but they all back our deal now the,348.75,4.26,sbE-emYnHJk
133,mystery is what is the position of the,350.31,4.8,sbE-emYnHJk
134,leader of the Opposition on this subject,353.01,4.44,sbE-emYnHJk
135,because I have yet to hear what the deal,355.11,4.05,sbE-emYnHJk
136,is that he wants to achieve and whether,357.45,3.87,sbE-emYnHJk
137,he backs it himself Jeremy Corbyn the,359.16,3.99,sbE-emYnHJk
138,question was should you be worried about,361.32,4.02,sbE-emYnHJk
139,tony blair saying to people don't,363.15,4.44,sbE-emYnHJk
140,necessarily vote labor the issue coming,365.34,4.41,sbE-emYnHJk
141,up on Thursday is the future of this,367.59,4.26,sbE-emYnHJk
142,country are we going to continue with,369.75,4.38,sbE-emYnHJk
143,this level of inequality of poverty,371.85,3.96,sbE-emYnHJk
144,amongst our children of underfunding of,374.13,3.27,sbE-emYnHJk
145,our schools and a threat to our national,375.81,5.04,sbE-emYnHJk
146,health service and a no deal brexit,377.4,4.8,sbE-emYnHJk
147,which the Prime Minister is threatening,380.85,3.87,sbE-emYnHJk
148,us with or a trade deal with Donald,382.2,4.2,sbE-emYnHJk
149,Trump in the USA which will damage our,384.72,4.29,sbE-emYnHJk
150,public services a vote for labor is a,386.4,4.44,sbE-emYnHJk
151,vote to end austerity a vote for labor,389.01,3.75,sbE-emYnHJk
152,is to invest in the future of this,390.84,4.71,sbE-emYnHJk
153,country and so Tony Blair and John Major,392.76,4.68,sbE-emYnHJk
154,are welcome to make the comments that,395.55,3.96,sbE-emYnHJk
155,they do I urge them to think for a,397.44,4.62,sbE-emYnHJk
156,moment think for a moment at the reality,399.51,4.5,sbE-emYnHJk
157,of what nine years of austerity is done,402.06,3.54,sbE-emYnHJk
158,to the people of this country happen to,404.01,3,sbE-emYnHJk
159,your party mr. gorban that the most,405.6,2.97,sbE-emYnHJk
160,successful labor prime minister in,407.01,4.95,sbE-emYnHJk
161,history cannot beg you to move into,408.57,7.35,sbE-emYnHJk
162,number 10 I am fighting this election to,411.96,6.15,sbE-emYnHJk
163,win it to win it on our manifesto to win,415.92,4.23,sbE-emYnHJk
164,it on our manifesto which I believe will,418.11,3.81,sbE-emYnHJk
165,bring real hope to those people that,420.15,3.57,sbE-emYnHJk
166,have been denied it during these years,421.92,3.63,sbE-emYnHJk
167,of austerities and the truth that many,423.72,3.24,sbE-emYnHJk
168,voters think there's an impossible,425.55,2.96,sbE-emYnHJk
169,choice that either,426.96,3.71,sbE-emYnHJk
170,number 10 Downing Street well I hope,428.51,3.6,sbE-emYnHJk
171,very much that people will vote for a,430.67,3.45,sbE-emYnHJk
172,one nation conservative government and,432.11,3.75,sbE-emYnHJk
173,and get Brett's it done and I think we,434.12,3.51,sbE-emYnHJk
174,actually if you look at our agenda it's,435.86,3.96,sbE-emYnHJk
175,positive it's progressive it will unite,437.63,4.56,sbE-emYnHJk
176,the country involve massive investing in,439.82,5.31,sbE-emYnHJk
177,public services and take us forward our,442.19,4.77,sbE-emYnHJk
178,government will empower people our,445.13,4.35,sbE-emYnHJk
179,government will not leave anybody behind,446.96,5.22,sbE-emYnHJk
180,that is the whole principle the golden,449.48,4.11,sbE-emYnHJk
181,thread that runs through our manifesto,452.18,2.73,sbE-emYnHJk
182,well let's turn to brexit it's already,453.59,3.24,sbE-emYnHJk
183,been raised many times already and on,454.91,4.35,sbE-emYnHJk
184,this question we're going to take two,456.83,5.97,sbE-emYnHJk
185,questions one from a leave voter one,459.26,6.21,sbE-emYnHJk
186,from a remain voter so first of all Evol,462.8,5.82,sbE-emYnHJk
187,Nemeton who voted Li's please brick Fiat,465.47,5.33,sbE-emYnHJk
188,has taken up so much time already,468.62,5.16,sbE-emYnHJk
189,people are really fed up can you,470.8,5.41,sbE-emYnHJk
190,guarantee that it will happen next year,473.78,4.14,sbE-emYnHJk
191,can you guarantee it'll happen next year,476.21,5.7,sbE-emYnHJk
192,and then Tom Clark who voted remain how,477.92,5.82,sbE-emYnHJk
193,would we be better off from the brexit,481.91,4.8,sbE-emYnHJk
194,deal or a future labor deal compared to,483.74,4.47,sbE-emYnHJk
195,what we already have as a member of the,486.71,4.26,sbE-emYnHJk
196,EU thank you very much let's turn first,488.21,5.52,sbE-emYnHJk
197,to Yvonne Emerson's question can you,490.97,5.97,sbE-emYnHJk
198,guarantee that brexit will happen next,493.73,5.91,sbE-emYnHJk
199,year jeremy corbyn well I can guarantee,496.94,4.68,sbE-emYnHJk
200,is that will bring an end to this debate,499.64,3.96,sbE-emYnHJk
201,and we will have a final say for the,501.62,3.96,sbE-emYnHJk
202,people of this country we cannot go on,503.6,5.79,sbE-emYnHJk
203,forever saying we represent the 48 or,505.58,6.09,sbE-emYnHJk
204,the 52 I want to lead a government that,509.39,4.589,sbE-emYnHJk
205,represents the whole country and the,511.67,4.559,sbE-emYnHJk
206,whole community so we will within three,513.979,5.011,sbE-emYnHJk
207,months negotiate a leave agreement with,516.229,4.291,sbE-emYnHJk
208,the European Union that will protect,518.99,4.59,sbE-emYnHJk
209,trade and jobs and the peace process in,520.52,5.31,sbE-emYnHJk
210,Northern Ireland and put that alongside,523.58,4.68,sbE-emYnHJk
211,remain in a referendum within six months,525.83,4.17,sbE-emYnHJk
212,and that will be the end of the matter,528.26,4.56,sbE-emYnHJk
213,my role as the leader of my party as the,530,5.19,sbE-emYnHJk
214,Prime Minister would be to ensure that,532.82,5.28,sbE-emYnHJk
215,decision is carried out whatever it is,535.19,5.85,sbE-emYnHJk
216,but nobody voted to lose their job or to,538.1,5.67,sbE-emYnHJk
217,lose trade with Europe people voted for,541.04,4.74,sbE-emYnHJk
218,many many reasons but I think we've got,543.77,3.93,sbE-emYnHJk
219,to come together and bring this issue to,545.78,3.99,sbE-emYnHJk
220,an end not go down the road of,547.7,4.17,sbE-emYnHJk
221,sweetheart deals with the USA Boris,549.77,4.98,sbE-emYnHJk
222,Johnson well I sure the frustration of,551.87,4.5,sbE-emYnHJk
223,both our questions about the length of,554.75,4.23,sbE-emYnHJk
224,time it's taken to get brexit done and,556.37,4.77,sbE-emYnHJk
225,what we can do with the deal that we,558.98,2.73,sbE-emYnHJk
226,have is,561.14,3,sbE-emYnHJk
227,done by January the 31st and come out,561.71,4.23,sbE-emYnHJk
228,and then to get to the question about,564.14,4.2,sbE-emYnHJk
229,the advantages we can do such things as,565.94,4.14,sbE-emYnHJk
230,improve our standards for animal welfare,568.34,3.75,sbE-emYnHJk
231,banned the live export of animals we can,570.08,5.49,sbE-emYnHJk
232,cut the eighty on tampons we can do,572.09,5.16,sbE-emYnHJk
233,things to create free ports around the,575.57,3.84,sbE-emYnHJk
234,country there are all sorts of ways in,577.25,3.84,sbE-emYnHJk
235,which we can regulate differently in,579.41,3.72,sbE-emYnHJk
236,better we can also of course control our,581.09,4.14,sbE-emYnHJk
237,immigration system for the first time in,583.13,4.05,sbE-emYnHJk
238,long time now well I haven't heard from,585.23,4.35,sbE-emYnHJk
239,the leader of the Labour Party's this,587.18,4.29,sbE-emYnHJk
240,deal that he thinks he can get in three,589.58,4.68,sbE-emYnHJk
241,months time who is going to negotiate it,591.47,4.98,sbE-emYnHJk
242,because as far as I can see everybody on,594.26,5.22,sbE-emYnHJk
243,the labor front bench is campaigning to,596.45,6.06,sbE-emYnHJk
244,remain apart from mr. Corbyn who's who,599.48,5.28,sbE-emYnHJk
245,is neutral on the matter who is going to,602.51,5.25,sbE-emYnHJk
246,secure this deal how can you get a deal,604.76,5.55,sbE-emYnHJk
247,a new deal from Brussels for brexit if,607.76,4.41,sbE-emYnHJk
248,you don't actually believe in it that's,610.31,4.29,sbE-emYnHJk
249,the mystery that I've felt well jeremy,612.17,3.9,sbE-emYnHJk
250,corbyn i don't you go to dearly asked if,614.6,3.54,sbE-emYnHJk
251,you don't really believe in it and john,616.07,4.05,sbE-emYnHJk
252,macdonald and Diane Abbott and kissed on,618.14,3.63,sbE-emYnHJk
253,all the rest week they say they remain,620.12,4.71,sbE-emYnHJk
254,we get a deal in order to ensure that,621.77,5.91,sbE-emYnHJk
255,whatever the outcome of final vote the,624.83,5.16,sbE-emYnHJk
256,trade relationship continues with Europe,627.68,4.59,sbE-emYnHJk
257,if you go down the road it'll take seven,629.99,3.99,sbE-emYnHJk
258,years to negotiate a trade deal with the,632.27,4.26,sbE-emYnHJk
259,USA you're gonna have queues all up the,633.98,5.04,sbE-emYnHJk
260,m20 in Kent you're going to have a,636.53,4.92,sbE-emYnHJk
261,problem of supply chain to all of our,639.02,4.65,sbE-emYnHJk
262,manufacturing industries you're going to,641.45,5.54,sbE-emYnHJk
263,have job losses on a huge scale nonsense,643.67,5.94,sbE-emYnHJk
264,unless you have a serious deal with the,646.99,5.02,sbE-emYnHJk
265,EU to maintain that trade relationship,649.61,4.14,sbE-emYnHJk
266,we have a deal it's a wonderful deal,652.01,4.38,sbE-emYnHJk
267,we're coming out on January the 31st if,653.75,5.25,sbE-emYnHJk
268,we can get a working majority and I'm,656.39,4.41,sbE-emYnHJk
269,afraid listening to mr. Korbell it's,659,4.35,sbE-emYnHJk
270,absolutely clear that what would happen,660.8,4.11,sbE-emYnHJk
271,next years would be a period of,663.35,3.54,sbE-emYnHJk
272,negotiation about this mystery deal led,664.91,3.9,sbE-emYnHJk
273,by somebody in the labour party that was,666.89,4.29,sbE-emYnHJk
274,we can't yet identify since mr. korman,668.81,4.26,sbE-emYnHJk
275,doesn't believe in the deal himself it,671.18,4.65,sbE-emYnHJk
276,would then be put to another referendum,673.07,4.86,sbE-emYnHJk
277,to the people of this country Parliament,675.83,4.73,sbE-emYnHJk
278,our country would spend a whole year,677.93,7.47,sbE-emYnHJk
279,more probably more Oh wracked locked in,680.56,6.22,sbE-emYnHJk
280,debate about brexit,685.4,3.54,sbE-emYnHJk
281,when what people want to do is move on,686.78,4.35,sbE-emYnHJk
282,and focus on the issues facing the,688.94,3.78,sbE-emYnHJk
283,people jeremy corbyn and then what we,691.13,3.72,sbE-emYnHJk
284,can do immediate mr. Johnson will spend,692.72,2.62,sbE-emYnHJk
285,at least,694.85,2.74,sbE-emYnHJk
286,seven years negotiating the USA on,695.34,4.41,sbE-emYnHJk
287,access to our public services on the,697.59,3.84,sbE-emYnHJk
288,price of medicines in Britain on the,699.75,3.09,sbE-emYnHJk
289,access to our national health service,701.43,4.32,sbE-emYnHJk
290,and he knows he can't get a deal quickly,702.84,4.8,sbE-emYnHJk
291,with the USA because of the way in which,705.75,4.11,sbE-emYnHJk
292,the US political system works and so,707.64,3.9,sbE-emYnHJk
293,what he will do is walk out of a,709.86,3.27,sbE-emYnHJk
294,relationship with the EU into a,711.54,3.93,sbE-emYnHJk
295,relationship with nobody and that is,713.13,6.3,sbE-emYnHJk
296,where the chaos will come I'm afraid,715.47,6.63,sbE-emYnHJk
297,that shows a slightly groups of the of,719.43,4.68,sbE-emYnHJk
298,the reality which is that as we leave,722.1,4.71,sbE-emYnHJk
299,the EU we are coming out with our deal,724.11,5.64,sbE-emYnHJk
300,with a state of perfect equivalence zero,726.81,5.07,sbE-emYnHJk
301,tariffs zero quota will be able to begin,729.75,4.35,sbE-emYnHJk
302,not only putting in our Australian star,731.88,4.23,sbE-emYnHJk
303,points based system for immigration,734.1,4.38,sbE-emYnHJk
304,taking back control of our laws taking,736.11,4.11,sbE-emYnHJk
305,back control of our money will also be,738.48,3.12,sbE-emYnHJk
306,asked your matter trade there mister,740.22,3.69,sbE-emYnHJk
307,John talks not just with countries,741.6,4.26,sbE-emYnHJk
308,around the world but we will we will do,743.91,6.17,sbE-emYnHJk
309,a fantastic deal with the EU and with us,745.86,6.84,sbE-emYnHJk
310,you again and again so the phrase get,750.08,4.45,sbE-emYnHJk
311,brexit dark that's right but you haven't,752.7,4.02,sbE-emYnHJk
312,done a trade deal with the EU you don't,754.53,4.02,sbE-emYnHJk
313,know you could do a trade deal with EU,756.72,3.96,sbE-emYnHJk
314,you don't know there won't be no deal on,758.55,5.07,sbE-emYnHJk
315,trade with the EU do you on the country,760.68,5.55,sbE-emYnHJk
316,we have a fantastic deal it is there,763.62,5.37,sbE-emYnHJk
317,ready to go and trade forgive me you,766.23,4.8,sbE-emYnHJk
318,don't have what it has what it what our,768.99,4.89,sbE-emYnHJk
319,deal allows is for British businesses of,771.03,5.61,sbE-emYnHJk
320,all kinds to have perfect confidence in,773.88,5.07,sbE-emYnHJk
321,the way we leave the EU because we are,776.64,4.11,sbE-emYnHJk
322,in the state of equivalence with zero,778.95,4.89,sbE-emYnHJk
323,tariffs zero quota exact a regulatory,780.75,6.93,sbE-emYnHJk
324,framework and we have ample time to get,783.84,5.7,sbE-emYnHJk
325,on and build a new free trade,787.68,4.32,sbE-emYnHJk
326,partnership not just with the EU but,789.54,4.26,sbE-emYnHJk
327,with countries around the world and the,792,3.9,sbE-emYnHJk
328,great beauty of this deal is it it gets,793.8,4.92,sbE-emYnHJk
329,brexit done gets it out of Parliament,795.9,5.01,sbE-emYnHJk
330,stops the ranked wrangling stops the,798.72,3.81,sbE-emYnHJk
331,chaos and moves us for thank you very,800.91,3.72,sbE-emYnHJk
332,much Jeremy Jeremy Corbyn jeremy,802.53,5.13,sbE-emYnHJk
333,corbyn's gonna spend years negotiating,804.63,5.07,sbE-emYnHJk
334,with the USA he's gonna spend years,807.66,3.99,sbE-emYnHJk
335,ruing the fact he didn't reach a proper,809.7,4.23,sbE-emYnHJk
336,agreeing with the EU before leaving and,811.65,3.8,sbE-emYnHJk
337,as the documents we've shown today,813.93,3.56,sbE-emYnHJk
338,indicate he hasn't been exactly,815.45,3.91,sbE-emYnHJk
339,straightforward on the issues,817.49,4.18,sbE-emYnHJk
340,surrounding trade with Northern Ireland,819.36,4.8,sbE-emYnHJk
341,and the Republic of Ireland and so I do,821.67,4.74,sbE-emYnHJk
342,think we need a bit of openness from the,824.16,3.9,sbE-emYnHJk
343,government we forced him to release the,826.41,2.26,sbE-emYnHJk
344,documents,828.06,1.93,sbE-emYnHJk
345,so we've released them for them actually,828.67,3.87,sbE-emYnHJk
346,a week ago which showed the access that,829.99,4.32,sbE-emYnHJk
347,the us were demanding to our public,832.54,4.59,sbE-emYnHJk
348,services and today the news came out of,834.31,4.47,sbE-emYnHJk
349,what's happening with Northern Ireland,837.13,3.12,sbE-emYnHJk
350,and briefly mr. Gordon for people who,838.78,2.43,sbE-emYnHJk
351,didn't hear the news what are you,840.25,2.52,sbE-emYnHJk
352,claiming the documents show and then,841.21,2.67,sbE-emYnHJk
353,we'll put it to play show quite clearly,842.77,3.96,sbE-emYnHJk
354,that there are going to be charges there,843.88,4.83,sbE-emYnHJk
355,are going to be customs checks that are,846.73,3.42,sbE-emYnHJk
356,going to be restrictions on trade,848.71,4.08,sbE-emYnHJk
357,between Britain and Northern Ireland,850.15,3.84,sbE-emYnHJk
358,thank you very much first John so,852.79,3.42,sbE-emYnHJk
359,actually that is not true the whole of,853.99,5.61,sbE-emYnHJk
360,the UK comes out England Scotland Wales,856.21,5.34,sbE-emYnHJk
361,Northern Ireland together we do free,859.6,3.84,sbE-emYnHJk
362,trade deals together Northern Ireland is,861.55,3.42,sbE-emYnHJk
363,part of the customs territory of the of,863.44,4.26,sbE-emYnHJk
364,the UK and we are united and I have to,864.97,7.44,sbE-emYnHJk
365,say I I think it's relevant and it says,867.7,6.54,sbE-emYnHJk
366,unfettered access I think is what it,872.41,15.35,sbE-emYnHJk
367,says is part of the customs territory,874.24,13.52,sbE-emYnHJk
368,the Union is who were your partners they,888,3.73,sbE-emYnHJk
369,agree with him I'm not usually don't,890.41,3.24,sbE-emYnHJk
370,actually because because our deal is a,891.73,3.39,sbE-emYnHJk
371,great deal you know let me just make one,893.65,3.48,sbE-emYnHJk
372,one part I do find it slightly curious,895.12,3.96,sbE-emYnHJk
373,to say the least neck to be lectured,897.13,3.42,sbE-emYnHJk
374,about the union between Great Britain,899.08,3.9,sbE-emYnHJk
375,and Northern Ireland by a man who all,900.55,4.38,sbE-emYnHJk
376,his life political life has campaigned,902.98,3.51,sbE-emYnHJk
377,to break up that Union and actually,904.93,4.8,sbE-emYnHJk
378,supported for four decades the IRA in,906.49,6.63,sbE-emYnHJk
379,their campaign by violently violently to,909.73,5.28,sbE-emYnHJk
380,destroy I must say I find it a curiosity,913.12,4.14,sbE-emYnHJk
381,Jeremy Corbyn wasn't about the Prime,915.01,4.26,sbE-emYnHJk
382,Minister showing a degree of honesty,917.26,3.84,sbE-emYnHJk
383,about the arrangements he's actually,919.27,3.93,sbE-emYnHJk
384,made with Northern Ireland he spoke at,921.1,3.6,sbE-emYnHJk
385,DUP conferences said there would be no,923.2,3.51,sbE-emYnHJk
386,restrictions whatsoever we now know,924.7,3.93,sbE-emYnHJk
387,there are restrictions he should and,926.71,4.56,sbE-emYnHJk
388,could have said that at the time and so,928.63,5.34,sbE-emYnHJk
389,it is a question of openness on all of,931.27,4.94,sbE-emYnHJk
390,this when he says you've supported,933.97,4.65,sbE-emYnHJk
391,people who are opposed to you need your,936.21,3.85,sbE-emYnHJk
392,whole life you don't even believe what,938.62,3.54,sbE-emYnHJk
393,I've done is always wanted to see a,940.06,3.81,sbE-emYnHJk
394,peace process in Northern Ireland and,942.16,3.63,sbE-emYnHJk
395,that is exactly what we've got and thank,943.87,3,sbE-emYnHJk
396,you to the Labour government that,945.79,2.79,sbE-emYnHJk
397,negotiated it after night now gentlemen,946.87,4.83,sbE-emYnHJk
398,briefly thank you there was a second,948.58,4.23,sbE-emYnHJk
399,question I want to give you the chance,951.7,2.82,sbE-emYnHJk
400,if you remember let me just remind you,952.81,3.96,sbE-emYnHJk
401,Tom Clark asked you mr. Johnson how,954.52,4.98,sbE-emYnHJk
402,we'll be better off from the brexit deal,956.77,4.47,sbE-emYnHJk
403,or a future labor deal compared to,959.5,3.689,sbE-emYnHJk
404,being in the EU please thank you thanks,961.24,3.539,sbE-emYnHJk
405,very much Tom endure there will be all,963.189,4.531,sbE-emYnHJk
406,sorts of ways I've mentioned the the,964.779,5.821,sbE-emYnHJk
407,ways we can cut dat on sanitary products,967.72,4.89,sbE-emYnHJk
408,or regulate differently for bioscience,970.6,5.849,sbE-emYnHJk
409,or do have free ports in areas that need,972.61,5.61,sbE-emYnHJk
410,investment you can trigger growth and,976.449,4.32,sbE-emYnHJk
411,investments in some of the Left Behind,978.22,5.369,sbE-emYnHJk
412,coastal communities by having three,980.769,4.651,sbE-emYnHJk
413,Porter's 130 countries do around the,983.589,4.131,sbE-emYnHJk
414,world we can't because of EU rules,985.42,5.699,sbE-emYnHJk
415,another major advantage is of course,987.72,4.929,sbE-emYnHJk
416,that we take back control of a lot of,991.119,3.39,sbE-emYnHJk
417,money that we'd out otherwise sent to,992.649,4.35,sbE-emYnHJk
418,the EU but I might mention also our,994.509,4.77,sbE-emYnHJk
419,ability to control our immigration which,996.999,4.68,sbE-emYnHJk
420,is not unimportant I'm a believer in,999.279,4.381,sbE-emYnHJk
421,immigration for people of talent who,1001.679,3.69,sbE-emYnHJk
422,want to come here fantastic but we've,1003.66,3.179,sbE-emYnHJk
423,got to control it thank you,1005.369,3.66,sbE-emYnHJk
424,democratically Janko in your answer the,1006.839,4.831,sbE-emYnHJk
425,Russians to do forgive me how will we be,1009.029,4.771,sbE-emYnHJk
